path,label,mean_lum,std_lum
data\synthetic_frames\poor_02713.jpg,Poor,42.38,12.2
data\synthetic_frames\mixed_02713.jpg,Mixed,71.26,21.28
data\synthetic_frames\good_02714.jpg,Good,131.85,37.55
data\synthetic_frames\poor_02714.jpg,Poor,31.09,9.05
data\synthetic_frames\mixed_02714.jpg,Mixed,87.19,25.03
data\synthetic_frames\good_02715.jpg,Good,131.85,37.52
data\synthetic_frames\poor_02715.jpg,Poor,25.62,7.41
data\synthetic_frames\mixed_02715.jpg,Mixed,91.02,25.26
data\synthetic_frames\good_02716.jpg,Good,131.78,37.49
data\synthetic_frames\poor_02716.jpg,Poor,30.89,8.99
data\synthetic_frames\mixed_02716.jpg,Mixed,81.81,23.45
data\synthetic_frames\good_02717.jpg,Good,131.74,37.52
data\synthetic_frames\poor_02717.jpg,Poor,42.15,12.15
data\synthetic_frames\mixed_02717.jpg,Mixed,70.92,21.23
data\synthetic_frames\good_02718.jpg,Good,131.8,37.62
data\synthetic_frames\poor_02718.jpg,Poor,28.48,8.31
data\synthetic_frames\mixed_02718.jpg,Mixed,87.63,25.26
data\synthetic_frames\good_02719.jpg,Good,131.79,37.62
data\synthetic_frames\poor_02719.jpg,Poor,28.75,8.4
data\synthetic_frames\mixed_02719.jpg,Mixed,66.04,18.94
data\synthetic_frames\good_02720.jpg,Good,131.77,37.47
data\synthetic_frames\poor_02720.jpg,Poor,35.62,10.3
data\synthetic_frames\mixed_02720.jpg,Mixed,63.88,18.35
data\synthetic_frames\good_02721.jpg,Good,131.77,37.51
data\synthetic_frames\poor_02721.jpg,Poor,28.07,22.42
data\synthetic_frames\mixed_02721.jpg,Mixed,87.16,25.05
data\synthetic_frames\good_02722.jpg,Good,131.88,37.6
data\synthetic_frames\poor_02722.jpg,Poor,20.28,14.99
data\synthetic_frames\mixed_02722.jpg,Mixed,78.73,23.55
data\synthetic_frames\good_02723.jpg,Good,131.84,37.57
data\synthetic_frames\poor_02723.jpg,Poor,26.21,7.67
data\synthetic_frames\mixed_02723.jpg,Mixed,73.17,20.39
data\synthetic_frames\good_02724.jpg,Good,131.78,37.55
data\synthetic_frames\poor_02724.jpg,Poor,17.95,14.58
data\synthetic_frames\mixed_02724.jpg,Mixed,87.51,25.07
data\synthetic_frames\good_02725.jpg,Good,131.77,37.55
data\synthetic_frames\poor_02725.jpg,Poor,12.14,10.85
data\synthetic_frames\mixed_02725.jpg,Mixed,71.34,21.34
data\synthetic_frames\good_02726.jpg,Good,124.58,37.06
data\synthetic_frames\poor_02726.jpg,Poor,36.8,11.08
data\synthetic_frames\mixed_02726.jpg,Mixed,85.0,25.39
data\synthetic_frames\good_02727.jpg,Good,124.6,37.02
data\synthetic_frames\poor_02727.jpg,Poor,24.88,7.53
data\synthetic_frames\mixed_02727.jpg,Mixed,72.95,21.82
data\synthetic_frames\good_02728.jpg,Good,124.56,36.99
data\synthetic_frames\poor_02728.jpg,Poor,29.24,8.83
data\synthetic_frames\mixed_02728.jpg,Mixed,63.75,19.06
data\synthetic_frames\good_02729.jpg,Good,124.59,36.97
data\synthetic_frames\poor_02729.jpg,Poor,22.46,14.68
data\synthetic_frames\mixed_02729.jpg,Mixed,61.21,18.28
data\synthetic_frames\good_02730.jpg,Good,124.61,37.02
data\synthetic_frames\poor_02730.jpg,Poor,25.58,15.95
data\synthetic_frames\mixed_02730.jpg,Mixed,68.34,20.44
data\synthetic_frames\good_02731.jpg,Good,124.6,37.04
data\synthetic_frames\poor_02731.jpg,Poor,24.86,7.54
data\synthetic_frames\mixed_02731.jpg,Mixed,71.48,21.33
data\synthetic_frames\good_02732.jpg,Good,124.63,37.02
data\synthetic_frames\poor_02732.jpg,Poor,16.85,13.92
data\synthetic_frames\mixed_02732.jpg,Mixed,76.23,22.73
data\synthetic_frames\good_02733.jpg,Good,124.64,37.0
data\synthetic_frames\poor_02733.jpg,Poor,17.09,14.57
data\synthetic_frames\mixed_02733.jpg,Mixed,67.5,20.14
data\synthetic_frames\good_02734.jpg,Good,124.63,37.01
data\synthetic_frames\poor_02734.jpg,Poor,22.05,18.06
data\synthetic_frames\mixed_02734.jpg,Mixed,65.29,19.5
data\synthetic_frames\good_02735.jpg,Good,124.65,37.02
data\synthetic_frames\poor_02735.jpg,Poor,26.69,8.06
data\synthetic_frames\mixed_02735.jpg,Mixed,82.65,24.7
data\synthetic_frames\good_02736.jpg,Good,124.66,37.05
data\synthetic_frames\poor_02736.jpg,Poor,12.19,11.06
data\synthetic_frames\mixed_02736.jpg,Mixed,82.99,24.78
data\synthetic_frames\good_02737.jpg,Good,124.71,37.07
data\synthetic_frames\poor_02737.jpg,Poor,35.86,10.78
data\synthetic_frames\mixed_02737.jpg,Mixed,77.94,23.27
data\synthetic_frames\good_02738.jpg,Good,124.7,37.05
data\synthetic_frames\poor_02738.jpg,Poor,19.7,16.67
data\synthetic_frames\mixed_02738.jpg,Mixed,82.06,24.55
data\synthetic_frames\good_02739.jpg,Good,124.66,37.04
data\synthetic_frames\poor_02739.jpg,Poor,12.18,8.96
data\synthetic_frames\mixed_02739.jpg,Mixed,79.33,23.7
data\synthetic_frames\good_02740.jpg,Good,124.68,37.02
data\synthetic_frames\poor_02740.jpg,Poor,33.75,10.16
data\synthetic_frames\mixed_02740.jpg,Mixed,61.66,18.39
data\synthetic_frames\good_02741.jpg,Good,124.65,37.01
data\synthetic_frames\poor_02741.jpg,Poor,40.88,12.32
data\synthetic_frames\mixed_02741.jpg,Mixed,68.61,20.47
data\synthetic_frames\good_02742.jpg,Good,124.68,36.99
data\synthetic_frames\poor_02742.jpg,Poor,22.53,21.42
data\synthetic_frames\mixed_02742.jpg,Mixed,78.45,23.39
data\synthetic_frames\good_02743.jpg,Good,124.72,36.99
data\synthetic_frames\poor_02743.jpg,Poor,20.81,14.22
data\synthetic_frames\mixed_02743.jpg,Mixed,72.79,21.68
data\synthetic_frames\good_02744.jpg,Good,124.76,36.99
data\synthetic_frames\poor_02744.jpg,Poor,19.62,14.04
data\synthetic_frames\mixed_02744.jpg,Mixed,71.27,21.25
data\synthetic_frames\good_02745.jpg,Good,124.75,37.01
data\synthetic_frames\poor_02745.jpg,Poor,23.95,7.22
data\synthetic_frames\mixed_02745.jpg,Mixed,61.64,18.5
data\synthetic_frames\good_02746.jpg,Good,124.72,37.06
data\synthetic_frames\poor_02746.jpg,Poor,37.08,11.15
data\synthetic_frames\mixed_02746.jpg,Mixed,71.15,21.26
data\synthetic_frames\good_02747.jpg,Good,124.66,37.08
data\synthetic_frames\poor_02747.jpg,Poor,41.39,12.43
data\synthetic_frames\mixed_02747.jpg,Mixed,82.4,24.66
data\synthetic_frames\good_02748.jpg,Good,124.63,37.04
data\synthetic_frames\poor_02748.jpg,Poor,20.54,19.58
data\synthetic_frames\mixed_02748.jpg,Mixed,57.67,17.27
data\synthetic_frames\good_02749.jpg,Good,124.67,37.0
data\synthetic_frames\poor_02749.jpg,Poor,23.59,15.56
data\synthetic_frames\mixed_02749.jpg,Mixed,75.07,22.38
data\synthetic_frames\good_02750.jpg,Good,124.63,37.01
data\synthetic_frames\poor_02750.jpg,Poor,22.61,15.28
data\synthetic_frames\mixed_02750.jpg,Mixed,77.66,23.18
data\synthetic_frames\good_02751.jpg,Good,124.65,37.06
data\synthetic_frames\poor_02751.jpg,Poor,20.81,13.31
data\synthetic_frames\mixed_02751.jpg,Mixed,83.46,24.94
data\synthetic_frames\good_02752.jpg,Good,124.65,37.03
data\synthetic_frames\poor_02752.jpg,Poor,19.91,6.02
data\synthetic_frames\mixed_02752.jpg,Mixed,75.19,22.46
data\synthetic_frames\good_02753.jpg,Good,124.68,37.01
data\synthetic_frames\poor_02753.jpg,Poor,28.66,8.65
data\synthetic_frames\mixed_02753.jpg,Mixed,56.59,16.91
data\synthetic_frames\good_02754.jpg,Good,124.7,37.0
data\synthetic_frames\poor_02754.jpg,Poor,12.51,11.28
data\synthetic_frames\mixed_02754.jpg,Mixed,80.86,24.13
data\synthetic_frames\good_02755.jpg,Good,124.76,37.01
data\synthetic_frames\poor_02755.jpg,Poor,16.57,13.92
data\synthetic_frames\mixed_02755.jpg,Mixed,70.23,20.95
data\synthetic_frames\good_02756.jpg,Good,124.67,37.06
data\synthetic_frames\poor_02756.jpg,Poor,35.77,10.75
data\synthetic_frames\mixed_02756.jpg,Mixed,67.88,20.31
data\synthetic_frames\good_02757.jpg,Good,124.69,37.1
data\synthetic_frames\poor_02757.jpg,Poor,29.82,9.02
data\synthetic_frames\mixed_02757.jpg,Mixed,72.48,21.7
data\synthetic_frames\good_02758.jpg,Good,124.7,37.09
data\synthetic_frames\poor_02758.jpg,Poor,27.33,8.25
data\synthetic_frames\mixed_02758.jpg,Mixed,75.25,22.51
data\synthetic_frames\good_02759.jpg,Good,124.66,37.06
data\synthetic_frames\poor_02759.jpg,Poor,34.62,10.42
data\synthetic_frames\mixed_02759.jpg,Mixed,56.06,16.79
data\synthetic_frames\good_02760.jpg,Good,124.66,37.01
data\synthetic_frames\poor_02760.jpg,Poor,19.46,5.85
data\synthetic_frames\mixed_02760.jpg,Mixed,66.89,19.99
data\synthetic_frames\good_02761.jpg,Good,124.69,36.98
data\synthetic_frames\poor_02761.jpg,Poor,19.09,12.33
data\synthetic_frames\mixed_02761.jpg,Mixed,61.27,18.3
data\synthetic_frames\good_02762.jpg,Good,124.7,37.01
data\synthetic_frames\poor_02762.jpg,Poor,24.97,21.51
data\synthetic_frames\mixed_02762.jpg,Mixed,64.26,19.2
data\synthetic_frames\good_02763.jpg,Good,124.71,37.05
data\synthetic_frames\poor_02763.jpg,Poor,12.65,8.28
data\synthetic_frames\mixed_02763.jpg,Mixed,74.09,22.14
data\synthetic_frames\good_02764.jpg,Good,124.71,37.07
data\synthetic_frames\poor_02764.jpg,Poor,14.43,9.86
data\synthetic_frames\mixed_02764.jpg,Mixed,69.39,20.74
data\synthetic_frames\good_02765.jpg,Good,124.73,37.05
data\synthetic_frames\poor_02765.jpg,Poor,15.5,14.57
data\synthetic_frames\mixed_02765.jpg,Mixed,74.67,22.3
data\synthetic_frames\good_02766.jpg,Good,124.68,37.04
data\synthetic_frames\poor_02766.jpg,Poor,24.4,7.39
data\synthetic_frames\mixed_02766.jpg,Mixed,72.9,21.79
data\synthetic_frames\good_02767.jpg,Good,124.66,37.05
data\synthetic_frames\poor_02767.jpg,Poor,22.76,19.35
data\synthetic_frames\mixed_02767.jpg,Mixed,60.94,18.23
data\synthetic_frames\good_02768.jpg,Good,124.62,37.09
data\synthetic_frames\poor_02768.jpg,Poor,22.49,18.52
data\synthetic_frames\mixed_02768.jpg,Mixed,80.46,24.07
data\synthetic_frames\good_02769.jpg,Good,124.66,37.11
data\synthetic_frames\poor_02769.jpg,Poor,40.3,12.12
data\synthetic_frames\mixed_02769.jpg,Mixed,67.92,20.35
data\synthetic_frames\good_02770.jpg,Good,124.71,37.11
data\synthetic_frames\poor_02770.jpg,Poor,19.77,17.63
data\synthetic_frames\mixed_02770.jpg,Mixed,84.14,25.16
data\synthetic_frames\good_02771.jpg,Good,124.73,37.08
data\synthetic_frames\poor_02771.jpg,Poor,25.58,7.72
data\synthetic_frames\mixed_02771.jpg,Mixed,85.07,25.39
data\synthetic_frames\good_02772.jpg,Good,124.71,37.1
data\synthetic_frames\poor_02772.jpg,Poor,19.19,17.72
data\synthetic_frames\mixed_02772.jpg,Mixed,65.86,19.7
data\synthetic_frames\good_02773.jpg,Good,124.71,37.11
data\synthetic_frames\poor_02773.jpg,Poor,25.92,7.84
data\synthetic_frames\mixed_02773.jpg,Mixed,84.8,25.34
data\synthetic_frames\good_02774.jpg,Good,124.71,37.12
data\synthetic_frames\poor_02774.jpg,Poor,39.4,11.87
data\synthetic_frames\mixed_02774.jpg,Mixed,77.19,23.1
data\synthetic_frames\good_02775.jpg,Good,124.73,37.1
data\synthetic_frames\poor_02775.jpg,Poor,21.93,18.37
data\synthetic_frames\mixed_02775.jpg,Mixed,74.71,22.35
data\synthetic_frames\good_02776.jpg,Good,124.72,37.13
data\synthetic_frames\poor_02776.jpg,Poor,27.81,8.4
data\synthetic_frames\mixed_02776.jpg,Mixed,69.51,20.82
data\synthetic_frames\good_02777.jpg,Good,124.75,37.13
data\synthetic_frames\poor_02777.jpg,Poor,13.69,9.27
data\synthetic_frames\mixed_02777.jpg,Mixed,58.08,17.42
data\synthetic_frames\good_02778.jpg,Good,124.69,37.11
data\synthetic_frames\poor_02778.jpg,Poor,22.49,16.67
data\synthetic_frames\mixed_02778.jpg,Mixed,75.29,22.52
data\synthetic_frames\good_02779.jpg,Good,124.67,37.06
data\synthetic_frames\poor_02779.jpg,Poor,19.54,14.94
data\synthetic_frames\mixed_02779.jpg,Mixed,86.64,25.88
data\synthetic_frames\good_02780.jpg,Good,124.75,36.97
data\synthetic_frames\poor_02780.jpg,Poor,18.73,5.63
data\synthetic_frames\mixed_02780.jpg,Mixed,83.78,24.97
data\synthetic_frames\good_02781.jpg,Good,124.74,36.99
data\synthetic_frames\poor_02781.jpg,Poor,22.64,6.8
data\synthetic_frames\mixed_02781.jpg,Mixed,73.17,21.81
data\synthetic_frames\good_02782.jpg,Good,124.8,36.99
data\synthetic_frames\poor_02782.jpg,Poor,13.39,8.83
data\synthetic_frames\mixed_02782.jpg,Mixed,79.3,23.63
data\synthetic_frames\good_02783.jpg,Good,124.8,37.06
data\synthetic_frames\poor_02783.jpg,Poor,39.33,11.81
data\synthetic_frames\mixed_02783.jpg,Mixed,70.73,21.13
data\synthetic_frames\good_02784.jpg,Good,124.76,37.09
data\synthetic_frames\poor_02784.jpg,Poor,39.83,11.95
data\synthetic_frames\mixed_02784.jpg,Mixed,61.64,18.55
data\synthetic_frames\good_02785.jpg,Good,124.72,37.07
data\synthetic_frames\poor_02785.jpg,Poor,31.88,9.6
data\synthetic_frames\mixed_02785.jpg,Mixed,78.94,23.58
data\synthetic_frames\good_02786.jpg,Good,124.72,37.0
data\synthetic_frames\poor_02786.jpg,Poor,36.62,10.99
data\synthetic_frames\mixed_02786.jpg,Mixed,57.09,17.07
data\synthetic_frames\good_02787.jpg,Good,124.66,36.97
data\synthetic_frames\poor_02787.jpg,Poor,21.47,14.94
data\synthetic_frames\mixed_02787.jpg,Mixed,80.32,23.94
data\synthetic_frames\good_02788.jpg,Good,124.65,36.98
data\synthetic_frames\poor_02788.jpg,Poor,17.93,15.39
data\synthetic_frames\mixed_02788.jpg,Mixed,77.58,23.15
data\synthetic_frames\good_02789.jpg,Good,124.65,37.04
data\synthetic_frames\poor_02789.jpg,Poor,19.46,15.31
data\synthetic_frames\mixed_02789.jpg,Mixed,79.55,23.77
data\synthetic_frames\good_02790.jpg,Good,124.63,37.04
data\synthetic_frames\poor_02790.jpg,Poor,19.86,17.71
data\synthetic_frames\mixed_02790.jpg,Mixed,60.71,18.18
data\synthetic_frames\good_02791.jpg,Good,124.64,37.05
data\synthetic_frames\poor_02791.jpg,Poor,28.87,8.73
data\synthetic_frames\mixed_02791.jpg,Mixed,63.57,19.01
data\synthetic_frames\good_02792.jpg,Good,124.68,37.02
data\synthetic_frames\poor_02792.jpg,Poor,21.47,17.34
data\synthetic_frames\mixed_02792.jpg,Mixed,76.12,22.74
data\synthetic_frames\good_02793.jpg,Good,124.7,37.02
data\synthetic_frames\poor_02793.jpg,Poor,17.29,12.75
data\synthetic_frames\mixed_02793.jpg,Mixed,70.49,21.04
data\synthetic_frames\good_02794.jpg,Good,124.68,37.04
data\synthetic_frames\poor_02794.jpg,Poor,20.87,17.02
data\synthetic_frames\mixed_02794.jpg,Mixed,78.72,23.51
data\synthetic_frames\good_02795.jpg,Good,130.84,24.3
data\synthetic_frames\poor_02795.jpg,Poor,25.44,4.85
data\synthetic_frames\mixed_02795.jpg,Mixed,65.5,12.25
data\synthetic_frames\good_02796.jpg,Good,131.1,24.46
data\synthetic_frames\poor_02796.jpg,Poor,15.51,13.26
data\synthetic_frames\mixed_02796.jpg,Mixed,78.26,15.0
data\synthetic_frames\good_02797.jpg,Good,131.17,24.5
data\synthetic_frames\poor_02797.jpg,Poor,22.82,16.12
data\synthetic_frames\mixed_02797.jpg,Mixed,71.73,13.48
data\synthetic_frames\good_02798.jpg,Good,131.22,24.51
data\synthetic_frames\poor_02798.jpg,Poor,12.77,9.53
data\synthetic_frames\mixed_02798.jpg,Mixed,63.46,11.7
data\synthetic_frames\good_02799.jpg,Good,131.28,24.51
data\synthetic_frames\poor_02799.jpg,Poor,15.76,8.79
data\synthetic_frames\mixed_02799.jpg,Mixed,92.32,17.68
data\synthetic_frames\good_02800.jpg,Good,131.18,24.49
data\synthetic_frames\poor_02800.jpg,Poor,17.4,10.67
data\synthetic_frames\mixed_02800.jpg,Mixed,69.27,13.31
data\synthetic_frames\good_02801.jpg,Good,130.91,24.37
data\synthetic_frames\poor_02801.jpg,Poor,22.11,18.02
data\synthetic_frames\mixed_02801.jpg,Mixed,80.05,14.72
data\synthetic_frames\good_02802.jpg,Good,130.99,24.41
data\synthetic_frames\poor_02802.jpg,Poor,15.76,12.5
data\synthetic_frames\mixed_02802.jpg,Mixed,59.94,11.5
data\synthetic_frames\good_02803.jpg,Good,130.93,24.39
data\synthetic_frames\poor_02803.jpg,Poor,13.57,9.51
data\synthetic_frames\mixed_02803.jpg,Mixed,67.15,12.37
data\synthetic_frames\good_02804.jpg,Good,131.0,24.41
data\synthetic_frames\poor_02804.jpg,Poor,31.35,5.95
data\synthetic_frames\mixed_02804.jpg,Mixed,78.94,14.53
data\synthetic_frames\good_02805.jpg,Good,131.05,24.42
data\synthetic_frames\poor_02805.jpg,Poor,14.67,8.39
data\synthetic_frames\mixed_02805.jpg,Mixed,85.32,15.71
data\synthetic_frames\good_02806.jpg,Good,130.95,24.4
data\synthetic_frames\poor_02806.jpg,Poor,27.94,5.33
data\synthetic_frames\mixed_02806.jpg,Mixed,81.13,15.22
data\synthetic_frames\good_02807.jpg,Good,131.03,24.39
data\synthetic_frames\poor_02807.jpg,Poor,19.33,15.15
data\synthetic_frames\mixed_02807.jpg,Mixed,90.56,17.31
data\synthetic_frames\good_02808.jpg,Good,131.03,24.41
data\synthetic_frames\poor_02808.jpg,Poor,43.01,8.11
data\synthetic_frames\mixed_02808.jpg,Mixed,90.11,16.85
data\synthetic_frames\good_02809.jpg,Good,131.16,24.45
data\synthetic_frames\poor_02809.jpg,Poor,27.24,16.94
data\synthetic_frames\mixed_02809.jpg,Mixed,82.27,15.13
data\synthetic_frames\good_02810.jpg,Good,131.09,24.46
data\synthetic_frames\poor_02810.jpg,Poor,15.67,10.7
data\synthetic_frames\mixed_02810.jpg,Mixed,64.97,12.46
data\synthetic_frames\good_02811.jpg,Good,131.27,24.51
data\synthetic_frames\poor_02811.jpg,Poor,19.61,16.32
data\synthetic_frames\mixed_02811.jpg,Mixed,73.92,13.89
data\synthetic_frames\good_02812.jpg,Good,131.19,24.52
data\synthetic_frames\poor_02812.jpg,Poor,39.88,7.49
data\synthetic_frames\mixed_02812.jpg,Mixed,82.33,15.2
data\synthetic_frames\good_02813.jpg,Good,131.21,24.51
data\synthetic_frames\poor_02813.jpg,Poor,23.12,17.51
data\synthetic_frames\mixed_02813.jpg,Mixed,80.41,15.44
data\synthetic_frames\good_02814.jpg,Good,131.16,24.51
data\synthetic_frames\poor_02814.jpg,Poor,29.1,5.54
data\synthetic_frames\mixed_02814.jpg,Mixed,93.1,17.84
data\synthetic_frames\good_02815.jpg,Good,131.22,24.49
data\synthetic_frames\poor_02815.jpg,Poor,42.61,8.01
data\synthetic_frames\mixed_02815.jpg,Mixed,68.15,12.56
data\synthetic_frames\good_02816.jpg,Good,131.19,24.46
data\synthetic_frames\poor_02816.jpg,Poor,26.91,5.17
data\synthetic_frames\mixed_02816.jpg,Mixed,73.5,14.08
data\synthetic_frames\good_02817.jpg,Good,131.19,24.47
data\synthetic_frames\poor_02817.jpg,Poor,16.17,13.12
data\synthetic_frames\mixed_02817.jpg,Mixed,92.67,17.72
data\synthetic_frames\good_02818.jpg,Good,131.12,24.47
data\synthetic_frames\poor_02818.jpg,Poor,15.39,8.43
data\synthetic_frames\mixed_02818.jpg,Mixed,62.35,11.97
data\synthetic_frames\good_02819.jpg,Good,131.27,24.48
data\synthetic_frames\poor_02819.jpg,Poor,32.03,6.06
data\synthetic_frames\mixed_02819.jpg,Mixed,78.35,14.67
data\synthetic_frames\good_02820.jpg,Good,131.23,24.49
data\synthetic_frames\poor_02820.jpg,Poor,23.79,4.6
data\synthetic_frames\mixed_02820.jpg,Mixed,83.31,15.61
data\synthetic_frames\good_02821.jpg,Good,131.16,24.5
data\synthetic_frames\poor_02821.jpg,Poor,26.89,5.17
data\synthetic_frames\mixed_02821.jpg,Mixed,69.8,12.89
data\synthetic_frames\good_02822.jpg,Good,131.28,24.53
data\synthetic_frames\poor_02822.jpg,Poor,20.63,13.8
data\synthetic_frames\mixed_02822.jpg,Mixed,66.29,12.77
data\synthetic_frames\good_02823.jpg,Good,131.31,24.54
data\synthetic_frames\poor_02823.jpg,Poor,44.43,8.4
data\synthetic_frames\mixed_02823.jpg,Mixed,80.5,15.14
data\synthetic_frames\good_02824.jpg,Good,131.2,24.54
data\synthetic_frames\poor_02824.jpg,Poor,20.46,3.98
data\synthetic_frames\mixed_02824.jpg,Mixed,62.17,11.96
data\synthetic_frames\good_02825.jpg,Good,131.26,24.54
data\synthetic_frames\poor_02825.jpg,Poor,28.2,17.78
data\synthetic_frames\mixed_02825.jpg,Mixed,83.76,16.08
data\synthetic_frames\good_02826.jpg,Good,131.18,24.54
data\synthetic_frames\poor_02826.jpg,Poor,42.85,8.07
data\synthetic_frames\mixed_02826.jpg,Mixed,77.47,14.33
data\synthetic_frames\good_02827.jpg,Good,131.19,24.51
data\synthetic_frames\poor_02827.jpg,Poor,21.91,4.3
data\synthetic_frames\mixed_02827.jpg,Mixed,70.85,13.08
data\synthetic_frames\good_02828.jpg,Good,131.12,24.51
data\synthetic_frames\poor_02828.jpg,Poor,33.56,6.35
data\synthetic_frames\mixed_02828.jpg,Mixed,66.95,12.87
data\synthetic_frames\good_02829.jpg,Good,131.11,24.46
data\synthetic_frames\poor_02829.jpg,Poor,23.16,13.81
data\synthetic_frames\mixed_02829.jpg,Mixed,79.85,14.99
data\synthetic_frames\good_02830.jpg,Good,131.24,24.52
data\synthetic_frames\poor_02830.jpg,Poor,20.82,4.08
data\synthetic_frames\mixed_02830.jpg,Mixed,86.0,15.87
data\synthetic_frames\good_02831.jpg,Good,131.13,24.49
data\synthetic_frames\poor_02831.jpg,Poor,43.56,8.21
data\synthetic_frames\mixed_02831.jpg,Mixed,79.13,14.87
data\synthetic_frames\good_02832.jpg,Good,131.01,24.49
data\synthetic_frames\poor_02832.jpg,Poor,30.65,5.84
data\synthetic_frames\mixed_02832.jpg,Mixed,78.41,14.49
data\synthetic_frames\good_02833.jpg,Good,131.09,24.49
data\synthetic_frames\poor_02833.jpg,Poor,31.44,5.98
data\synthetic_frames\mixed_02833.jpg,Mixed,61.68,11.85
data\synthetic_frames\good_02834.jpg,Good,131.18,24.48
data\synthetic_frames\poor_02834.jpg,Poor,27.03,5.18
data\synthetic_frames\mixed_02834.jpg,Mixed,84.42,15.84
data\synthetic_frames\good_02835.jpg,Good,131.12,24.48
data\synthetic_frames\poor_02835.jpg,Poor,19.54,10.95
data\synthetic_frames\mixed_02835.jpg,Mixed,83.57,16.02
data\synthetic_frames\good_02836.jpg,Good,131.22,24.49
data\synthetic_frames\poor_02836.jpg,Poor,14.55,11.22
data\synthetic_frames\mixed_02836.jpg,Mixed,73.11,14.02
data\synthetic_frames\good_02837.jpg,Good,131.09,24.48
data\synthetic_frames\poor_02837.jpg,Poor,22.24,18.28
data\synthetic_frames\mixed_02837.jpg,Mixed,91.09,17.09
data\synthetic_frames\good_02838.jpg,Good,131.05,24.48
data\synthetic_frames\poor_02838.jpg,Poor,11.91,10.34
data\synthetic_frames\mixed_02838.jpg,Mixed,76.39,14.36
data\synthetic_frames\good_02839.jpg,Good,131.1,24.47
data\synthetic_frames\poor_02839.jpg,Poor,20.3,3.95
data\synthetic_frames\mixed_02839.jpg,Mixed,61.36,11.54
data\synthetic_frames\good_02840.jpg,Good,131.04,24.48
data\synthetic_frames\poor_02840.jpg,Poor,19.51,3.75
data\synthetic_frames\mixed_02840.jpg,Mixed,61.27,11.33
data\synthetic_frames\good_02841.jpg,Good,130.98,24.49
data\synthetic_frames\poor_02841.jpg,Poor,19.99,13.46
data\synthetic_frames\mixed_02841.jpg,Mixed,73.17,13.76
data\synthetic_frames\good_02842.jpg,Good,131.01,24.48
data\synthetic_frames\poor_02842.jpg,Poor,34.13,6.43
data\synthetic_frames\mixed_02842.jpg,Mixed,75.82,14.24
data\synthetic_frames\good_02843.jpg,Good,131.13,24.47
data\synthetic_frames\poor_02843.jpg,Poor,37.27,7.02
data\synthetic_frames\mixed_02843.jpg,Mixed,59.5,11.21
data\synthetic_frames\good_02844.jpg,Good,131.0,24.5
data\synthetic_frames\poor_02844.jpg,Poor,43.54,8.22
data\synthetic_frames\mixed_02844.jpg,Mixed,82.9,15.92
data\synthetic_frames\good_02845.jpg,Good,131.08,24.52
data\synthetic_frames\poor_02845.jpg,Poor,20.89,14.28
data\synthetic_frames\mixed_02845.jpg,Mixed,77.32,14.85
data\synthetic_frames\good_02846.jpg,Good,131.2,24.52
data\synthetic_frames\poor_02846.jpg,Poor,24.29,4.65
data\synthetic_frames\mixed_02846.jpg,Mixed,78.42,14.74
data\synthetic_frames\good_02847.jpg,Good,131.04,24.51
data\synthetic_frames\poor_02847.jpg,Poor,31.76,6.05
data\synthetic_frames\mixed_02847.jpg,Mixed,76.49,14.71
data\synthetic_frames\good_02848.jpg,Good,131.04,24.48
data\synthetic_frames\poor_02848.jpg,Poor,28.03,5.36
data\synthetic_frames\mixed_02848.jpg,Mixed,63.33,12.18
data\synthetic_frames\good_02849.jpg,Good,131.06,24.48
data\synthetic_frames\poor_02849.jpg,Poor,19.56,3.77
data\synthetic_frames\mixed_02849.jpg,Mixed,65.87,12.42
data\synthetic_frames\good_02850.jpg,Good,131.07,24.49
data\synthetic_frames\poor_02850.jpg,Poor,20.03,11.28
data\synthetic_frames\mixed_02850.jpg,Mixed,78.22,14.67
data\synthetic_frames\good_02851.jpg,Good,130.93,24.5
data\synthetic_frames\poor_02851.jpg,Poor,17.59,11.73
data\synthetic_frames\mixed_02851.jpg,Mixed,61.22,11.54
data\synthetic_frames\good_02852.jpg,Good,131.08,24.53
data\synthetic_frames\poor_02852.jpg,Poor,26.78,5.16
data\synthetic_frames\mixed_02852.jpg,Mixed,61.99,11.46
data\synthetic_frames\good_02853.jpg,Good,131.09,24.51
data\synthetic_frames\poor_02853.jpg,Poor,27.88,5.34
data\synthetic_frames\mixed_02853.jpg,Mixed,73.94,13.91
data\synthetic_frames\good_02854.jpg,Good,131.03,24.52
data\synthetic_frames\poor_02854.jpg,Poor,36.86,6.99
data\synthetic_frames\mixed_02854.jpg,Mixed,60.95,11.5
data\synthetic_frames\good_02855.jpg,Good,131.03,24.53
data\synthetic_frames\poor_02855.jpg,Poor,23.59,4.57
data\synthetic_frames\mixed_02855.jpg,Mixed,89.28,17.14
data\synthetic_frames\good_02856.jpg,Good,131.09,24.55
data\synthetic_frames\poor_02856.jpg,Poor,21.6,4.24
data\synthetic_frames\mixed_02856.jpg,Mixed,62.06,11.94
data\synthetic_frames\good_02857.jpg,Good,131.07,24.53
data\synthetic_frames\poor_02857.jpg,Poor,36.55,6.91
data\synthetic_frames\mixed_02857.jpg,Mixed,73.64,14.16
data\synthetic_frames\good_02858.jpg,Good,131.06,24.55
data\synthetic_frames\poor_02858.jpg,Poor,25.29,4.89
